user_id,Q1,Q2,Total Traffic(MB),Downlink Throughput(Kbps),Uplink Throughput(Kbps),Downlink TCP Retransmission Rate(%),Video Streaming Download Throughput(Kbps),Video Streaming xKB Start Delay(ms),Web Page Download Throughput(Kbps),Web Average TCP RTT(ms)
1524,7,3,256.54675,626.41,109.85,1.72,7532.34,938,1263.43,115
1525,10,,254.08902,908.79,286.5,1.11,1470.55,1080,743.94,546
1526,2,4,681.02367,790.24,34.86,1.15,1471.61,3833,621.81,355
1527,7,,369.54313,2185.66,101.28,1.61,10594.55,1359,3044.33,54
1528,5,1,547.5484,4514.25,226.21,2.53,5402.04,1312,1412.25,97
1529,5,,769.96735,3278.91,67.24,0.48,10508.28,1230,1718.88,140
1530,10,,298.60294,2480.16,122.49,0.66,1787.01,3149,1409.36,141
1531,10,,567.72048,307.87,95.94,0.38,1481.98,9324,1765.65,136
1532,8,3,543.70129,4801.11,66.23,1.49,8219.52,1562,1592.22,76
1533,3,"1, 3, 4",139.47141,600.22,54.93,1.2,2428.72,2348,1987.46,466
1534,10,,332.1956,2946.83,188.05,0.65,10161.88,1213,6484.2,151
1535,3,"1, 3",508.22687,1858.31,137.74,7.4,3732.83,1811,969.53,278
1536,3,"1, 2",120.93469,375.43,51.63,1.49,1241.66,3329,1146.84,103
1537,10,,510.06098,621.21,84.53,0.71,8976.53,1647,1969.45,131
1538,5,7,857.73655,2098.44,382.45,0.36,3070.34,1676,693.77,294
1539,1,,400.60395,760.1,298.91,0.85,2330.86,2555,1639.09,142
1540,9,,790.36816,5310.88,116.69,0.09,13572.96,1036,9765.38,52
1541,10,,189.9388,184.26,17.94,3.37,2149.48,1791,726.9,327
1542,6,1,526.74516,4268.76,309.58,1.11,1256.26,2153,1102.08,100
1543,9,,367.09322,1524.2,179.99,2.93,2545,2403,1025.77,152
1544,10,,181.20273,577.82,80.9,2.6,4921.15,1766,987.36,485
1545,1,,351.3234,215.48,31.88,2.1,1348.71,1625,409.25,192
1546,5,,472.17996,2790.33,84.64,1.3,10086.5,1245,1560.28,122
1547,8,"0, 05, 2, 27, 7",294.23965,565.92,57.13,0.58,5741.26,1877,2715.09,69
1548,10,,147.08335,217.57,88.35,1.87,4017.43,1530,1637.63,63
1549,10,,147.04842,88.44,27.56,2.53,356.63,3787,387.97,678
1550,2,,572.9273,3132.28,48.96,0.54,5283.44,1128,3618.11,50
1551,4,3,598.6619,1066.72,105.83,3.85,10014.68,1074,2218.59,69
1552,1,,371.57785,1152.7,95.03,0.66,988.86,3111,1142.05,344
1553,5,3,158.20372,1471.22,42.73,2.59,2019.32,2789,2873.36,111
1554,5,,165.66183,293.55,87.21,0.81,605.29,6007,763.83,214
1555,9,,427.85382,1661.62,100.36,0.52,3754.51,1691,2338.64,139
1556,2,,353.53023,1374.73,268.83,1.17,11133.92,1257,2876.59,187
1557,1,,241.79386,335,197.47,1.58,4237.76,1451,998.53,51
1558,1,4,486.78278,49.54,115.49,1.95,1394.7,2944,361.05,71
1559,7,"1, 3, 5",274.41442,3317.06,97.83,1.24,6024.49,1614,1085.92,168
1560,10,,248.45093,6857.63,95.69,0.76,3865.64,1529,764.43,260
1561,10,,797.26078,1570.26,52.23,0.44,6255.48,1880,1591.89,373
1562,1,3,856.38455,1790.49,37.97,3.49,3146.98,1729,1950.75,158
1563,10,,101.9987,694.13,56.41,6.05,2743.35,1323,2353.41,73
1564,9,,713.88068,2566.16,317.36,0.18,6073.73,1222,2497.58,64
1565,9,,708.90553,1296.81,340,0.78,9821.16,1732,2528.68,61
1566,1,1,592.06969,895.32,80.98,1.23,3988.68,8883,4218.98,322
1567,10,,530.92418,1051.34,304.76,1.74,7223.05,1382,795.96,164
1568,10,,406.9164,653.93,71.81,1.05,5764.58,1502,2118.66,167
1569,4,"1, 3, 4",533.81172,4495.71,45.45,4.25,5163.79,1568,1557.06,69
1570,8,,266.55265,3123.94,53.51,0.98,11550.49,1254,1792.77,149
1571,1,,551.68984,2204.93,114.82,2.39,7376.8,1154,2541.98,48
1572,7,"1, 4",275.16686,584.62,228.45,2.07,5365.46,1872,1972.15,94
1573,1,"1, 3, 4",163.52283,3912.89,171.56,2.07,10843.12,1014,2570.62,56
1574,1,3,347.49817,585.82,151.8,1.16,2456.45,4795,1490.37,257
1575,1,"1, 3, 4",180.32557,531.89,72.57,2.69,2231.77,5181,730.07,232
1576,10,,261.28034,825.72,196.26,1.43,2593.42,2530,1858.43,338
1577,2,3,475.40568,2584.24,653.1,1.34,12044.98,1612,3033.41,54
1578,3,7,117.98414,2513.23,131.29,2.6,6738.92,1755,1348.59,291
1579,5,1,160.90475,1520.17,119.42,11.98,5429.87,1573,2026.34,113
1580,8,,212.7079,1339.97,62.21,1.31,3286.46,1387,1388.1,166
1581,8,4,465.76574,1412.75,82.33,0.72,1673.3,6196,1786.1,75
1582,8,"1, 3",615.91557,591.12,222.54,2.85,1842.43,1780,1448.46,287
1583,7,,248.24591,1015.3,135.12,3.51,3053.12,3419,1019.77,222
1584,1,,549.72753,185.32,107.45,0.73,3823.17,1671,1259.19,118
1585,3,"1, 3, 7",338.70217,385.07,126.74,5.09,3953.47,1809,1081.53,740
1586,8,1,347.87024,4505.21,144.19,0.37,12095.52,2004,2434.88,85
1587,1,,468.02851,1625.69,121.72,3.48,14790.17,1356,5059.13,79
1588,2,,171.8781,74.8,51.44,3.44,846.05,2653,1270.41,182
1589,10,,474.50916,1363.28,193.54,1.18,968.62,7856,1503.81,121
1590,1,,525.67719,5798.66,431.96,0.88,8749.06,1196,2390.71,138
1591,2,"1, 3, 4",568.7893,6467.75,66.38,2.74,7245.67,1035,2662.55,35
1592,10,,424.01521,10452.57,23.24,2.64,17538.25,1364,1733.52,72
1593,5,"1, 4, 5",108.93928,198.28,34.21,0.88,2492.85,1469,270.28,233
1594,8,7,132.21814,364.22,84.3,0.97,10256.2,1268,2440.56,76
1595,5,,815.66514,5505.22,292.79,0.58,10042.11,1487,2110.26,102
1596,5,4,237.17663,335.13,90.26,2.65,4959.73,1151,2264.81,116
1597,9,,128.83906,6451.74,53.39,2.25,11964.14,1486,2519.9,443
1598,1,,263.18033,2025.85,67.43,1.06,4609.65,1671,2238.1,283
1599,8,"2, 3",289.381,1496.28,250.41,0.67,2159.11,2848,1082.18,369
1600,10,,874.79647,3337.96,159.39,1.56,2962.07,1427,2632.31,126
1601,10,,281.33803,7382.66,101.47,0.31,12846.41,764,3699.68,77
1602,10,,860.28013,2884.93,130.25,0.36,5653.17,1030,1281.98,84
1603,10,,309.08329,4992.06,138.87,0.14,11222.12,1399,2305.42,59
1604,1,"1, 3",248.10202,764.37,256.66,0.7,1520.29,1259,1858.56,209
1605,5,,573.94102,1227.97,204.01,1.28,9592.52,1672,15759.28,50
1606,1,,606.70965,971.58,128.23,1.3,1243.5,2462,901.28,184
1607,10,,500.90137,519.73,88.77,0.97,4503.07,2001,1744.35,519
1608,7,,363.55069,1314.61,250.4,5.47,5983.5,1519,1844.12,277
1609,5,4,782.77448,1233.19,92.2,1.46,8488.33,1826,1572.34,71
1610,3,"1, 2, 3",121.3071,665.66,144.99,1.76,1941.86,2266,1643.69,74
1611,6,"1, 3, 4",409.10925,1344.58,80.42,1.33,2205.68,6985,2444.87,170
1612,1,"1, 2, 3",500.75569,3208.18,124.01,4.39,9331.49,1149,2437.62,60
1613,5,1,218.60126,1916.71,219.74,0.69,21868.96,1002,2697.36,66
1614,10,,712.80497,2385.55,73.91,0.73,3286.06,1579,1478.55,100
1615,5,"3, 4, 7",801.98412,1275.08,123.8,0.34,10996.32,961,3231.02,90
1616,10,,145.53303,395.81,142.84,2.17,7763.98,682,2161.87,189
1617,1,1,588.19689,2355.54,211.79,3.13,5121.32,2190,1180.87,199
1618,6,3,282.24249,124.01,38.92,3.51,264.45,1913,239.15,2394
1619,1,2,450.57249,2160.25,155.76,0.48,3888.21,1126,778.84,150
1620,10,,205.22731,8182.53,372.27,0.54,14752.3,1220,1456.65,58
1621,4,"1, 4",778.92054,1093.43,191.77,1.66,2018.97,2338,1213.5,292
1622,9,,524.58272,628.61,28.08,1.29,6006.75,1730,2536.74,127
1623,3,,766.41666,874.67,52.51,0.6,3230.95,1705,647.39,169
1624,1,,511.74242,1681.28,228.2,0.38,7500.42,1135,2816.82,70
1625,1,1,456.88907,661.29,72.76,2,4764.96,1207,3003.92,171
1626,2,3,762.21596,1350.17,51.13,0.48,9170.69,1634,3872.11,81
1627,9,,289.7284,71.64,12.27,5.62,154.91,4989,113.98,1634
1628,1,,152.82527,1986.73,122.67,1.06,5602.47,1545,1933.3,83
1629,2,1,527.18148,11341.58,231.17,0.15,15044.62,971,8133.83,54
1630,3,3,332.96816,2686.86,244.84,0.33,7461.49,1262,3934.81,66
1631,7,,316.67153,3803,303.23,1.14,10607.07,1455,2309.75,97
1632,10,,100.02668,1092.66,47.77,4.33,7009.94,1622,5012.16,608
1633,1,7,336.49643,5075.91,489.69,1.22,7701.02,912,1073.28,76
1634,10,,534.85937,3048.86,137.7,0.49,8175.81,901,1963.5,57
1635,1,,393.20144,679.93,141.37,1.15,3575.43,2212,2213.19,212
1636,6,3,432.23204,682.22,35.94,2.15,940.09,4508,1514.15,137
1637,10,,109.18678,467.76,198.52,0.42,10835.41,959,5450.93,44
1638,1,,501.67689,4167.58,1406.1,0.35,9094.33,1317,8564.2,74
1639,4,"3, 4",545.07973,1578.42,60.93,0.92,1542.78,1470,1257.1,135
1640,7,,140.24376,1095.92,125.38,3.28,7941.1,1203,1710.46,118
1641,1,,323.35808,272.65,109.89,1.27,1561.47,4847,822.58,317
1642,1,3,335.41289,761.49,230.5,2.22,3176.78,2207,2050.97,70
1643,9,,540.57999,882.83,30.05,0.41,5918.21,1620,608.88,73
1644,10,,319.67796,2048.13,429.96,2.34,8653.61,1109,5632.75,104
1645,7,,334.00509,176.06,56.03,2.24,365.84,1883,205.44,1012
1646,2,"1, 3",370.57156,3596,62.53,2.6,27714.36,1103,1821.08,56
1647,8,,275.18509,817,235.22,3.1,2208.79,5363,1555.86,82
1648,5,"1, 2, 4",662.77107,3374.11,114.73,0.28,6915.5,1746,2210.43,111
1649,9,,570.27752,2295.02,522.84,0.77,9292.31,907,3044.58,36
1650,10,,225.14424,134.78,35.89,1.28,5360.45,1613,1970.14,67
1651,"0, 1, 5",,838.50547,1946.97,112.87,1.79,4645.72,1954,639.88,79
1652,10,,136.30793,684.51,60.24,4.7,3728.68,1564,1692.74,119
1653,5,4,871.03314,851.01,105.42,2.83,6156.33,1610,1745.19,97
1654,1,3,299.55057,1789.17,145.94,2.63,5351.24,1451,1967.76,73
1655,5,4,423.2975,1366.61,69.12,1.8,1896.58,3838,660.74,330
1656,7,"1, 3",757.90174,1047.56,289.26,0.16,8128.14,3999,3502.1,60
1657,10,,199.32076,1437.53,123.25,4.69,5783.18,1343,2893.64,108
1658,10,,436.8033,2281.08,187.47,0.76,3755.95,1783,1529.42,152
1659,10,,743.56091,625.61,432.06,1.14,1776.59,2217,1482.78,164
1660,2,4,252.49894,877.35,155.72,0.68,1157.65,7440,2486.25,265
1661,10,,346.07207,1515.03,121.14,2.21,5211.57,1794,1548.24,63
1662,1,,333.81844,71.89,16.7,3.44,188.87,5691,158.25,1584
1663,5,,645.52234,3152.28,124.91,1.1,3289.38,1332,1674.06,83
1664,10,,683.39601,717.6,63.87,1.51,2997.19,1454,1678.29,96
1665,3,,205.89168,2584.72,550.93,1.01,1506.99,791,1636.39,47
1666,5,1,518.18385,3671.13,124.82,0.54,8788.93,1154,3279.54,59
1667,8,"1, 3",257.66161,533.13,79.09,1.19,8820.96,1106,3912.92,85
1668,3,,206.94841,674.56,128.29,1.94,1709.65,1470,1672.37,177
1669,5,4,158.8678,851.53,110.36,1.28,4615.13,2239,3835.88,119
1670,8,1,837.85351,813.26,54.53,1.94,1916.74,2867,708.64,236
1671,8,,339.29896,6683.27,103.52,3.71,12400.74,1742,1870.92,192
1672,7,"3, 4, 5",258.71375,9167.49,152.07,0.97,6530.17,1412,2119.61,150
1673,9,,358.99507,284.65,52.87,3.67,7206.05,1776,1759.93,321
1674,1,1,430.6116,8433.4,129.48,0.13,10555.36,905,2882.07,55
1675,10,,356.53705,3357.64,133.49,0.96,10704.38,1175,2407.38,110
1676,1,7,199.80601,480.65,70.26,2.67,1711.41,3883,532.32,532
1677,10,,757.33488,9121.87,104.06,0.29,4709.25,1097,1672.99,70
1678,1,2,594.94474,4704.53,44.58,1.23,11623.11,971,1980.58,58
1679,5,4,432.70143,1912.02,186.67,1.97,10704.86,1713,4276.16,69
1680,3,"1, 2, 4",594.46161,3399.66,98.79,0.51,1933.92,18658,4410.66,46
1681,10,,594.73726,1116.1,83.69,0.96,2827.3,2123,1640.98,65
1682,4,"1, 2",637.79715,718.46,437.72,1.35,2145.3,6003,2882.93,40
1683,10,,329.37699,642.53,110.2,0.48,4236.02,1972,3245.85,150
1684,10,,546.46061,2749.74,74.73,2.22,712.12,8323,1012.37,136
1685,1,"3, 4",311.57116,871.14,51.77,0.68,839.1,2492,642.15,235
1686,10,,634.77989,2498.1,315.64,1.15,4287.28,1264,1246.71,65
1687,10,,663.17557,6335.38,72.98,2.75,4968.38,1552,3116.15,81
1688,3,,149.43136,484.59,259.23,2.11,1821.97,1751,3574.28,113
1689,8,4,570.12717,5188.62,179.32,0.32,18193.16,768,5518.88,48
1690,10,,431.01133,4448.51,146.36,0.68,8535.88,1045,2136.56,94
1691,1,,641.98251,2778.2,371.4,0.9,9291.78,1311,3907.19,71
1692,10,,684.26422,928.02,65.19,2.99,3783.66,1311,1080.5,265
1693,1,"3, 4",108.14246,312.57,69.51,1.32,10577.24,1477,1648.25,131
1694,8,,802.03744,2206.45,109.4,1.34,6565.84,846,3327.78,51
1695,6,,181.73849,141.18,41.57,5,1001.78,1360,1447.82,101
1696,10,,539.80452,3155.88,165.68,5.21,7161.39,1548,2315.3,43
1697,10,,472.72104,1019.39,221.56,0.27,2637.52,1072,1341.19,146
1698,10,,139.41212,729.98,278.82,3.48,2806.38,2785,1537.47,105
1699,8,3,101.50592,653.72,98.79,1.51,6161.47,3030,680.74,211
1700,0,,300.85808,460.29,52.17,3.29,885.84,3210,419.18,244
1701,8,,208.28728,1436.3,322.07,1,1463.45,11004,1692.02,47
1702,4,1,863.40744,9531.91,65.45,0.35,11341.24,1102,3711.27,54
1703,7,"1, 4, 5",640.71339,3216.66,107.55,2.4,5447.23,1496,1340.39,128
1704,5,"1, 3, 4, 5",335.63046,1676.8,51.55,1.23,4367.72,1559,1114.33,102
1705,8,,258.97594,589.11,66.03,0.89,3221.36,1579,1687.96,123
1706,1,"3, 4, 5",535.45842,223.18,56.75,0.61,536.14,4459,349.77,557
1707,3,"1, 4, 5",650.45277,494.03,134.75,0.52,614.68,6358,336.36,487
1708,3,,109.08981,2666.48,160,1.26,3928.6,4078,1355.65,1045
1709,3,,430.20119,2969.02,344.32,0.43,10475.36,1214,4032.47,47
1710,3,"1, 2, 3",316.11266,1252.65,54.98,3.71,8858.23,1528,1131.92,161
1711,9,,503.24717,5265.67,85.15,1.15,6848.99,1399,2209.36,99
1712,8,,553.8529,3252.26,1807.94,1.73,11318.58,1424,1985.44,231
1713,1,,846.76894,1457.64,467.48,3.04,3047.51,1672,1472.7,173
1714,10,,124.66209,858.99,227.22,2.15,2848.53,1943,1222.43,188
1715,10,,250.75084,1586.52,140.46,1.07,4729.17,2045,2575.15,88
1716,5,"3, 4",708.55258,5430.13,101.83,0.7,5060.87,1444,2520.25,85
1717,10,,622.85049,2369.65,156.83,0.83,3939.93,2121,1968.89,77
1718,1,"1, 3",527.32326,228.05,43.59,3.23,669.72,2886,189.83,1446
1719,"5, 7",,408.05819,1092.29,198.26,1.16,6957.39,1853,2828.91,78
1720,10,,490.78364,5173.94,27.94,2,6543.94,1466,1766.82,147
1721,2,4,180.24737,4018.14,67.42,2.06,4108.91,3897,575.81,213
1722,2,"1, 3, 4, 5",729.54642,2063.91,137.92,0.42,4157.12,1477,1087.66,99
1723,10,,488.73973,1926.53,178.86,0.6,6128.81,1289,2380.35,83
1724,10,,299.87876,1365.8,116.82,1.31,6150.53,2103,2419.2,119
1725,7,1,680.06734,473.08,122.13,3.08,3176.39,1716,950.76,169
1726,Hi,,412.64162,418.26,183.01,2.52,3183.52,2242,1198.91,243
1727,3,"1, 4, 5",243.54374,1140.77,50.83,1.47,2795.88,2820,883.2,83
1728,10,,653.88628,943.33,98.8,0.66,5684.52,1567,1960.3,69
1729,8,1,677.46512,790.15,90.3,0.87,4356.05,1563,1038.09,217
1730,3,,769.73565,762.15,256.96,2.65,2631.84,1666,1530.17,157
1731,5,7,831.87657,3117.35,71.76,0.79,6393.61,2479,1499.71,122
1732,1,"1, 3",640.58904,1339.43,80.39,1.62,11114.21,1662,647.03,82
1733,10,,309.24194,2885.72,336.24,3.6,4455.22,3195,1304.47,55
1734,5,,726.62755,11843,54,0.44,4812.96,1116,542.89,97
1735,10,,825.90775,933.82,162.06,1.02,4822.44,1660,1182.32,244
1736,10,,597.13816,2062.71,351.31,1.38,3766.34,1064,2568.52,71
1737,10,,638.26972,3263.38,315.79,1.5,11294.71,1647,4047.34,64
1738,10,,309.2532,717.7,71.33,1.73,4843.29,1364,1055.14,74
1739,10,,783.32666,2647.07,37.11,0.63,3240.13,1463,2067.98,358
1740,1,"1, 3, 4, 5",726.67652,1408.8,311.8,0.71,7693.7,1409,3197.07,44
1741,10,,199.99135,830.49,168.8,0.4,5824.36,1341,871.24,78
1742,8,4,127.12037,1457.39,34.84,0.91,2433.93,2321,1607.27,142
1743,8,"1, 2, 3",879.59678,7950.39,138.44,1.19,8242.78,1407,2043.78,79
1744,1,7,219.10532,3338.35,73.4,0.5,58566.03,710,972.12,56
1745,9,,350.43603,1601.92,299.19,0.5,2289.3,1905,1544.19,233
1746,7,4,188.13978,2580.07,109.47,0.09,7110.53,743,2150.03,106
1747,3,,591.70039,2205.79,333.91,0.74,3849.1,1758,1430.69,176
1748,9,,253.08978,3416.13,38.89,1.07,7080.12,2616,3835.7,92
1749,3,,419.10089,1863.69,301.03,6.04,2726.84,1867,2167.7,98
1750,9,,480.09058,2908.09,545.15,1.11,7649.02,1384,4942.77,41
1751,4,,164.74624,907.18,203.53,0.86,4305.14,1305,407.22,203
1752,10,,114.32007,269.74,31.04,1.89,285.66,7210,619.39,213
1753,8,1,405.38196,3218.59,360.48,0.99,8011.72,6556,2436.06,78
1754,10,,822.39422,689.28,36.03,2.2,4226.75,2425,848.96,221
1755,4,,800.57124,7773.88,155.47,0.26,21384.86,883,4837.77,115
1756,10,,278.66349,2138.85,260.94,1.4,3614.39,1383,1633.1,168
1757,5,,273.83427,1289.09,140.73,2.16,2142.76,1400,2810.51,174
1758,2,"1, 3",464.84976,36446,138.95,0.12,45678.29,709,3276.3,47
1759,10,,146.89713,1269.32,123.83,0.61,5706.92,1823,2147.39,173
1760,1,,358.84012,584.96,68.78,2.85,948.55,2446,823.89,611
1761,10,,481.47999,214.44,42.91,2.52,1436.6,2695,143.61,1150
1762,5,"3, 4, 5",674.74364,1142.47,103.25,0.68,11792.45,1166,1559.04,77
1763,1,,582.94556,220.11,135.73,1.29,1525.2,2322,1363.6,134
1764,10,,363.36201,5670.65,148.94,2.95,10624.57,1731,1227.51,117
1765,1,"1, 4",765.63597,1142.34,52.37,1.54,1609.71,2101,583.31,186
1766,10,,167.75566,3570.25,4141.85,3.11,8111.25,857,2279.19,112
1767,10,,174.10313,1135.24,225.15,1.13,5322.45,1688,2132.5,162
1768,1,,315.54623,4079.85,181.88,0.54,7590.73,1429,1759.25,61
1769,5,1,107.39099,2496.62,369.87,0.54,860.96,20270,4747.68,35
1770,3,"2, 3, 4",502.93369,12166.14,80.89,3.41,12972.83,613,861.54,78
1771,10,,452.79493,65.78,303.75,0.2,2352.08,743,2063.31,48
1772,10,,553.44378,5616.75,186.14,0.44,9285,1232,3297.2,57
1773,10,,212.62934,271.94,211.56,1.22,10247.09,1457,1811.97,188
1774,2,,424.2281,1539.82,129.33,1.28,4822.08,1007,1904.42,50
1775,3,,298.52535,559.1,249.41,2.46,1058.11,4111,1225.5,224
1776,3,"1, 2, 3, 4, 5",412.64479,234.98,49.19,2.13,1064.55,1184,667.17,144
1777,1,4,380.39056,1218.06,247.83,3.16,3776.73,1980,3085.15,60
1778,5,"3, 4",498.36795,2124.94,494.27,1.25,4897.64,1330,1516.17,216
1779,3,4,362.04962,93.07,25.23,3.03,328.96,6550,195.24,988
1780,1,,846.41509,111.75,30.65,2.92,402.28,4464,235.24,1122
1781,3,"3, 4",334.57291,494.7,128.68,2.16,4208.39,2755,1712.55,299
1782,2,1,307.69746,2479.21,99.31,0.58,7945.98,1119,1825.59,63
1783,1,"1, 4, 5",433.07721,1584.89,65.75,14.55,2855.47,1345,683.36,264
1784,9,,221.75586,1531.32,142.83,1.11,2861.28,1178,2136.94,80
1785,4,"1, 4, 5",599.73459,415.39,121.58,7.14,505.69,6250,493.84,150
1786,4,"1, 4",258.95653,1978.45,306.03,0.52,2378.87,8911,2718.63,73
1787,4. Тульская область Заокский район. Романовские дачи связи почти нет,,755.39216,1158.9,254.49,0.96,4756.39,2211,2355.96,151
1788,1,7,417.16457,1869.9,166.34,0.33,4915.79,2263,3474.62,49
1789,10,,315.58257,4206.37,124.57,0.4,7844.11,1043,4638.54,284
1790,1,4,546.81503,1891.46,127.66,7.25,4881.62,1912,1740.77,150
1791,9,,876.26472,15733.08,973.42,0.12,24378.49,1507,4840.06,37
1792,3,,882.91154,1025.64,343.02,1.98,5480.28,1516,1678.94,79
1793,9,,684.79865,1368.51,220.36,1.82,4417.51,2133,2572.05,122
1794,1,"1, 3, 4",188.46468,768.63,110.99,2.04,3542.98,1453,1683.23,471
1795,10,,501.53782,311.9,70.41,1.98,2645.34,2345,959.28,338
1796,10,,510.59793,646.26,83.24,1.89,1227.29,1824,358.85,149
1797,1,"1, 3, 4",328.34619,3806.38,81.67,1.23,5859.02,1435,1764.51,199
1798,Немагу дать атценку денги незашто снимаеть скоро выклучаю,,213.31649,5295.94,240.65,0.44,8537.54,823,7564.1,254
1799,8,3,693.87156,5307.57,98.25,2.01,9265.7,1097,2180.87,136
1800,1,"1, 3",235.43303,574.14,88.16,4.2,1389.76,2951,788.55,97
1801,3,"1, 4",327.11393,9420.41,56.01,1.53,8520.67,1260,6247.85,132
1802,1,,457.71379,39817.64,156.95,0.75,20646.14,477,2166.46,811
1803,1,"3, 4",521.98824,6106.77,107.24,0.13,8789.1,1356,1925.55,69
1804,10,,755.1907,4472.78,125.53,1.46,7379.73,1592,2196.7,145
1805,10,,114.43671,1195.03,84.5,1.14,6124.5,1287,2723,177
1806,8,,471.61915,9110.82,140.43,0.32,13566.6,870,4111.98,97
1807,10,,400.17942,1224.26,32.54,4.05,2579.44,2742,3005.67,127
1808,5,"1, 3, 4",357.44536,1150.73,53.73,6.18,4320.01,1412,735.12,308
1809,1,7,124.67522,2021.03,36.63,3.85,2927.93,1815,488.95,207
1810,2,,697.59584,1172.19,89.93,0.48,13642.97,2325,2030.32,80
1811,10,,209.21671,7654.68,45.75,0.1,16858.45,1126,11236.91,63
1812,10,,655.53997,1074.36,144.69,1.98,8614.51,1015,1769.81,70
1813,1,"1, 3, 4, 5",281.60378,502.37,126.76,2.73,5003.83,2145,1868.42,51
1814,9,,324.63236,1382.69,296.44,1.16,18092.11,771,2592.39,86
1815,1,1,352.76626,2500.77,118.73,0.48,6155.78,1663,3596.37,80
1816,9,,475.53603,3157.68,253.46,0.26,12828.51,1176,4368.72,111
1817,8,3,661.57623,1176.06,80.39,1.82,7203.91,1523,1174.34,152
1818,1,4,599.16751,2714.13,25.28,1.71,4431.14,2032,1042.03,112
1819,3,,559.88926,2625.4,62.52,0.69,7768.81,1640,2716.15,76
1820,9,,351.49909,11341.69,351.73,0.52,17830.34,1011,1631.62,119
1821,10,,459.67395,1326.22,152.73,1.31,5973.92,971,3433.88,53
1822,6,"1, 5",244.2916,1902.36,38.86,0.51,7372.48,1850,1033.4,103
1823,10,,449.80241,1143.26,159.22,0.93,2911.41,2530,1076.6,250
1824,5,"1, 2, 5",382.21221,1779.77,43.58,1.13,4410.05,1347,1535.76,89
1825,5,4,739.54184,1858.12,141.06,5.76,2568.07,2186,1501.16,102
1826,2,,229.54147,3380.88,76.5,4.51,3206.2,2194,968.72,75
1827,3,3,100.06532,7266.96,57.91,0.95,7856.81,949,3134.85,25
1828,9,,279.4948,818.61,117.94,1.86,6699.74,1435,957.74,366
1829,10,,266.96806,610.51,315.69,1.58,6268.69,893,4558.3,109
1830,1,1,578.40141,2157.55,94.15,1.09,10416.04,2022,895.67,82
1831,2,,208.60825,162.68,51.35,0.94,561.57,2391,552.28,1345
1832,1,"1, 3, 4, 5",406.1231,291.94,87.11,2.52,2117.81,2461,1840.91,138
1833,10,,286.07305,278.36,78.77,1.04,1135.34,3000,480.94,380
1834,9,,361.62995,416.92,42.29,2.15,4171.65,1611,780.57,211
1835,3,"3, 4",234.4486,483.43,147.53,2.07,2910.68,905,1134.94,109
1836,1,,806.81823,3100.75,191.58,1.05,11161.85,1419,957.51,66
1837,5,"1, 3",828.89642,2658.83,244.14,0.48,8416.94,1076,1669.76,114
1838,6,1,799.90672,6419.77,357.36,0.48,9125.26,1369,5570.09,106
1839,9,,156.76886,5042.82,103.14,0.93,6067.74,1470,1065.64,127
1840,7,1,170.45082,1078.46,135.39,2.48,9821.94,1137,8311.67,73
1841,2,"1, 2, 3",136.05557,65.56,69.82,4.48,828.46,2382,559.23,630
1842,3,"1, 3, 4",251.24005,1446.42,140.06,2.95,8360.06,3826,12160.48,251
1843,8,,285.653,622.27,162.77,1.62,2520.92,2503,1744.63,109
1844,10,,221.42451,534.06,118.04,0.35,1497.21,1644,1418.24,71
1845,1,1,445.20215,1878.82,93.36,1.26,8012.4,1412,2905.12,83
1846,10,,691.23419,3660.16,158.51,0.41,5379.07,2088,4517.34,39
1847,1,1,285.20399,682.43,98.28,1.28,10670.25,1099,2406.66,127
1848,3,"1, 3",745.1231,2442.77,178,0.81,5347.26,3303,3269.98,95
1849,10,,711.02995,2486.31,99.86,0.57,10028.92,1433,6814.61,79
1850,8,1,155.5733,378.23,158.79,1.77,1678.8,5265,711.03,98
1851,10,,221.86431,2088.8,179.85,2.24,2752.05,3010,2893.3,321
1852,10,,632.74963,2934.38,442.74,2.41,12943.06,1439,24082.8,32
1853,10,,295.79671,215.44,32.87,2.65,1386.59,2105,591.89,621
1854,1,,300.23743,3764.7,148.2,0.61,20981.77,1130,2498.78,97
1855,10,,501.61305,3435.71,245.21,0.52,14661.47,1192,1786.28,162
1856,10,,150.04694,4076.03,61.97,1.6,11175.39,1027,2654.92,109
1857,9,,489.61435,2594.47,425.21,0.56,3331.35,1939,1270.69,103
1858,5,"1, 3",648.52901,536.71,93.84,0.94,764.23,2705,748.76,571
1859,3,"1, 3",182.91024,254.09,266.16,1.37,1288.5,5892,884.99,160
1860,3,1,551.04961,3653.24,164.42,1.83,8565.55,1368,1887.68,88
1861,9,,205.34772,156.51,29.6,1.57,1298.07,1176,289.55,319
1862,1,,862.93096,2821.92,318.27,0.27,1716.45,5196,2170.84,40
1863,10,,263.32786,2301.58,134.27,0.47,2967.81,1875,2667.82,100
1864,7,"1, 2",739.57344,748.25,454.28,1.1,15436.63,1162,3486.83,272
1865,7,7,183.21712,558.08,120.98,0.77,4102.36,2506,2620.4,553
1866,10,,349.98188,1030.9,54.41,0.68,1695.99,2852,1143.73,54
1867,10,,126.80294,1230.1,197.46,4.76,3238.88,1661,2304.84,128
1868,3,"1, 4, 5",352.93059,780.54,140.73,10.33,1506.56,3507,833.17,114
1869,10,,773.72233,2531.59,159.31,1.27,3044.37,2315,1756.34,162
